StockCode,Quantity,InvoiceDate
22492,72,15-10-2022
85099B,100,15-10-2022
21212,48,15-10-2022
85123A,24,15-10-2022
21977,24,15-10-2022
84991,24,15-10-2022
84879,16,15-10-2022
21212,1,15-10-2022
22197,4,15-10-2022
84991,2,15-10-2022
21212,49,15-10-2022
21977,8,15-10-2022
84991,5,15-10-2022
85123A,3,15-10-2022
84991,48,15-10-2022
85123A,4,15-10-2022
85099B,1,15-10-2022
17003,6,15-10-2022
85099B,1,15-10-2022
85099B,10,15-10-2022
85099B,5,15-10-2022
85123A,6,15-10-2022
84879,16,15-10-2022
21977,48,15-10-2022
84991,48,15-10-2022
84879,80,15-10-2022
17003,4,15-10-2022
22197,1,15-10-2022
22492,36,15-10-2022
85123A,1,15-10-2022
85123A,1,15-10-2022
85099B,10,15-10-2022
22197,2,15-10-2022
85099B,40,15-10-2022
85123A,32,15-10-2022
85123A,2,15-10-2022
85123A,24,15-10-2022
84879,10,15-10-2022
22492,36,15-10-2022
85099B,1,15-10-2022
84991,1,15-10-2022
21977,1,15-10-2022
21212,2,15-10-2022
22197,2,15-10-2022
84879,8,15-10-2022
84991,48,15-10-2022
85099B,10,15-11-2022
21212,3,15-11-2022
22197,20,15-11-2022
84077,2,15-11-2022
85099B,25,15-11-2022
85123A,5,15-11-2022
84879,8,15-11-2022
85099B,300,15-11-2022
85123A,6,15-11-2022
22197,100,15-11-2022
21212,5,15-11-2022
85123A,2,15-11-2022
85099B,10,15-11-2022
84879,24,15-11-2022
84077,2,15-11-2022
85099B,12,15-11-2022
85123A,1,15-11-2022
21212,4,15-11-2022
22197,14,15-11-2022
22492,1,15-11-2022
85099B,10,15-11-2022
84077,48,15-11-2022
84879,16,15-11-2022
84991,2,15-11-2022
21212,5,15-11-2022
21977,4,15-11-2022
21212,1,15-11-2022
22197,10,15-11-2022
85123A,5,15-11-2022
84991,1,15-11-2022
21212,1,15-11-2022
22197,4,15-11-2022
84991,24,15-11-2022
84077,48,15-11-2022
22492,36,15-11-2022
21977,4,15-11-2022
85123A,2,15-11-2022
85123A,24,15-11-2022
84879,8,15-11-2022
85099B,10,15-11-2022
84077,48,15-11-2022
85123A,2,15-11-2022
85123A,6,15-11-2022
22492,36,15-11-2022
85099B,10,15-11-2022
85123A,2,15-11-2022
17003,12,15-11-2022
17003,96,15-11-2022
85123A,1,15-11-2022
85123A,6,15-11-2022
84879,8,15-11-2022
22197,902,15-11-2022
85099B,10,15-11-2022
85123A,12,15-11-2022
84879,8,15-11-2022
85123A,6,15-11-2022
85099B,4,15-11-2022
21977,3,15-11-2022
22197,8,15-11-2022
84879,8,15-11-2022
84991,1,15-11-2022
85123A,2,15-11-2022
21212,9,15-11-2022
85123A,4,15-11-2022
84879,4,15-11-2022
85099B,10,15-11-2022
84879,8,15-11-2022
21977,24,15-11-2023
21212,24,15-11-2023
85123A,12,15-11-2023
85099B,20,15-11-2023
85099B,270,15-11-2023
85123A,300,15-11-2023
85099B,20,15-11-2023
84077,48,15-11-2023
22197,24,15-11-2023
21212,24,15-11-2023
85099B,10,15-11-2023
21212,11,15-11-2023
22197,30,15-11-2023
21977,24,15-11-2023
84991,24,15-11-2023
85123A,18,15-11-2023
84879,16,15-11-2023
84879,16,15-11-2023
22197,3,15-11-2023
22197,3,15-11-2023
22197,6,15-11-2023
85123A,6,15-11-2023
85123A,6,15-11-2023
22197,30,15-11-2023
84879,24,15-11-2023
84991,192,15-11-2023
84879,8,15-11-2023
85123A,2,15-11-2023
85099B,10,15-11-2023
85099B,30,15-11-2023
22197,100,15-11-2023
84879,16,15-11-2023
85099B,4,15-11-2023
85123A,6,15-11-2023
84077,48,15-11-2023
85099B,10,15-11-2023
84991,6,15-11-2023
21977,4,15-11-2023
84879,2,15-11-2023
85123A,3,15-11-2023
85123A,96,15-11-2023
85123A,4,15-11-2023
84879,16,15-11-2023
84879,9,15-11-2023
22197,15,15-11-2023
84077,4,15-11-2023
84991,1,15-11-2023
85099B,1,15-11-2023
85123A,4,15-11-2023
21212,3,15-11-2023
21977,1,15-11-2023
22197,13,15-11-2023
22492,2,15-11-2023
84077,1,15-11-2023
85099B,5,15-11-2023
84991,2,15-11-2023
85123A,32,15-12-2021
22197,48,15-12-2021
84077,144,15-12-2021
84879,16,15-12-2021
84991,24,15-12-2021
85099B,300,15-12-2021
85123A,6,15-12-2021
85123A,2,15-12-2021
85099B,20,15-12-2021
85099B,20,15-12-2021
85099B,200,15-12-2021
84991,24,15-12-2021
21212,24,15-12-2021
85123A,10,15-12-2021
22197,48,15-12-2021
22197,8,15-12-2021
85123A,18,15-12-2021
22197,300,15-12-2021
85123A,6,15-12-2021
21977,4,15-12-2021
21212,4,15-12-2021
17003,108,15-12-2021
84991,2,15-12-2021
85123A,6,15-12-2021
85123A,2,15-12-2021
85123A,5,15-12-2021
84879,160,15-12-2021
22197,12,15-12-2021
85123A,128,15-12-2021
84879,160,15-12-2021
85123A,32,15-12-2021
85099B,6,15-12-2021
85099B,20,15-12-2021
84879,24,15-12-2021
21212,480,15-12-2021
85123A,20,15-12-2021
85123A,6,15-12-2021
85123A,32,15-12-2021
84991,12,15-12-2021
21977,12,15-12-2021
85123A,12,15-12-2021
85123A,6,15-12-2021
21212,1,15-12-2021
21977,24,15-12-2021
84879,16,15-12-2021
84879,1,15-12-2021
85099B,10,15-12-2021
85123A,32,15-12-2021
21212,120,15-12-2021
85099B,100,15-12-2021
84991,1,15-12-2021
85123A,2,15-12-2021
22197,8,15-12-2021
21977,2,15-12-2021
85099B,20,15-12-2021
85099B,20,15-12-2021
21212,24,15-12-2021
85099B,30,15-12-2021
17003,50,15-12-2021
84879,40,15-12-2022
84879,8,15-12-2022
85123A,6,15-12-2022
85123A,1,15-12-2022
22197,100,15-12-2022
85099B,20,15-12-2022
85123A,4,15-12-2022
85123A,32,15-12-2022
22197,200,15-12-2022
21212,120,15-12-2022
84879,8,15-12-2022
85123A,32,15-12-2022
84879,24,15-12-2022
22197,24,15-12-2022
85123A,6,15-12-2022
85123A,2,15-12-2022
22492,36,15-12-2022
21212,48,15-12-2022
85123A,4,15-12-2022
85123A,24,15-12-2022
85123A,1,15-12-2022
84991,24,15-12-2022
84879,40,15-12-2022
17003,36,15-12-2022
85099B,20,15-12-2022
21212,24,15-12-2022
21977,24,15-12-2022
22197,29,15-12-2022
21212,1,15-12-2022
85099B,40,15-12-2022
22197,2,15-12-2022
21212,1,15-12-2022
22197,200,16-01-2023
84879,4,16-01-2023
85123A,2,16-01-2023
85123A,20,16-01-2023
85099B,10,16-01-2023
85123A,1,16-01-2023
84991,120,16-01-2023
22197,30,16-01-2023
85123A,6,16-02-2022
85123A,24,16-02-2022
84879,48,16-02-2022
85123A,18,16-02-2022
84879,24,16-02-2022
21212,24,16-02-2022
21977,24,16-02-2022
21212,24,16-02-2022
84991,24,16-02-2022
84077,48,16-02-2022
85123A,2,16-02-2022
84077,288,16-02-2022
21977,240,16-02-2022
85099B,10,16-02-2022
84077,48,16-02-2022
84879,12,16-02-2022
21212,6,16-02-2022
85123A,6,16-02-2022
84879,8,16-02-2022
22197,7,16-02-2022
85099B,7,16-02-2022
21977,4,16-02-2022
84991,4,16-02-2022
85123A,32,16-02-2022
85123A,6,16-02-2022
21212,24,16-02-2022
84879,8,16-02-2022
85123A,6,16-02-2022
21977,1,16-02-2022
21977,1,16-02-2022
21212,1,16-02-2022
85123A,32,16-02-2022
84991,24,16-02-2022
85099B,20,16-02-2022
21212,24,16-02-2022
85123A,-1,16-02-2022
84991,1,16-02-2022
21977,4,16-02-2022
21212,4,16-02-2022
84991,3,16-02-2022
84879,8,16-02-2022
84991,24,16-02-2022
21977,24,16-02-2022
85099B,3,16-02-2022
84077,48,16-02-2022
21212,5,16-02-2022
84991,1,16-02-2022
85099B,1,16-02-2022
21977,1,16-02-2022
85123A,7,16-02-2022
21212,24,16-02-2023
85123A,32,16-02-2023
21977,24,16-02-2023
84879,8,16-02-2023
85123A,6,16-02-2023
22197,10,16-02-2023
84879,8,16-02-2023
85099B,10,16-02-2023
85123A,6,16-02-2023
22492,36,16-02-2023
84879,8,16-02-2023
85123A,5,16-02-2023
85123A,12,16-02-2023
84879,16,16-02-2023
85123A,1,16-02-2023
85123A,3,16-02-2023
84879,24,16-02-2023
85099B,10,16-02-2023
84879,16,16-02-2023
85123A,6,16-02-2023
85123A,18,16-02-2023
84879,8,16-02-2023
85123A,96,16-02-2023
85123A,6,16-02-2023
84879,8,16-02-2023
85123A,12,16-02-2023
84879,24,16-02-2023
22197,3,16-02-2023
85099B,10,16-02-2023
21212,3,16-02-2023
21977,1,16-02-2023
22197,8,16-02-2023
22492,36,16-02-2023
84879,36,16-02-2023
85123A,24,16-03-2022
85123A,-1,16-03-2022
84991,24,16-03-2022
21977,24,16-03-2022
21212,24,16-03-2022
85099B,-1,16-03-2022
84879,104,16-03-2022
84991,24,16-03-2022
85099B,20,16-03-2022
84879,3,16-03-2022
85123A,4,16-03-2022
85123A,4,16-03-2022
21212,2,16-03-2022
21977,3,16-03-2022
21212,1,16-03-2022
85099B,-1,16-03-2022
84879,16,16-03-2022
85123A,12,16-03-2022
21212,2,16-03-2022
22197,2,16-03-2022
85123A,5,16-03-2022
85123A,2,16-03-2022
21212,24,16-03-2022
85123A,32,16-03-2022
84991,24,16-03-2022
84077,48,16-03-2022
85123A,32,16-03-2022
85099B,100,16-03-2022
85123A,64,16-03-2022
21212,120,16-03-2022
21977,120,16-03-2022
21212,4,16-03-2022
84991,4,16-03-2022
84991,1,16-03-2022
85123A,1,16-03-2022
85099B,4,16-03-2022
21212,3,16-03-2022
84879,8,16-03-2023
85099B,10,16-03-2023
21977,24,16-03-2023
84879,8,16-03-2023
84879,24,16-03-2023
85123A,64,16-03-2023
84879,40,16-03-2023
85123A,32,16-03-2023
84879,88,16-03-2023
21977,24,16-03-2023
85123A,32,16-03-2023
21977,24,16-03-2023
85123A,5,16-03-2023
84879,8,16-03-2023
17003,720,16-03-2023
22197,100,16-03-2023
21212,120,16-03-2023
84991,120,16-03-2023
84077,48,16-03-2023
85123A,2,16-03-2023
84991,240,16-03-2023
21212,240,16-03-2023
21977,24,16-03-2023
84991,24,16-03-2023
85123A,6,16-03-2023
84879,8,16-04-2022
21212,24,16-04-2022
21977,24,16-04-2022
21212,48,16-04-2022
21977,24,16-04-2022
84991,240,16-04-2022
21212,240,16-04-2022
84077,576,16-04-2022
84077,48,16-04-2022
21977,24,16-04-2022
85123A,-3,16-04-2022
85099B,100,16-04-2022
84879,2,16-04-2022
84879,1,16-04-2022
84077,48,16-04-2022
21977,24,16-04-2022
84991,24,16-04-2022
21977,24,16-04-2022
85099B,14,16-04-2022
85123A,12,16-04-2022
84077,48,16-04-2022
85099B,10,16-04-2022
22197,25,16-04-2022
85123A,6,16-04-2022
84879,8,16-04-2022
21977,24,16-04-2022
21212,24,16-04-2022
84991,24,16-04-2022
85123A,12,16-04-2022
85099B,20,16-04-2022
21212,24,16-04-2022
21977,24,16-04-2022
22197,-200,16-04-2022
84879,24,16-04-2022
85099B,2,16-04-2022
84991,1,16-04-2022
21977,2,16-04-2022
85123A,5,16-05-2022
85099B,3,16-05-2022
22492,36,16-05-2022
85123A,5,16-05-2022
21977,1,16-05-2022
21212,1,16-05-2022
84991,1,16-05-2022
17003,100,16-05-2022
84879,24,16-05-2022
84879,16,16-05-2022
85123A,16,16-05-2022
84879,5,16-05-2022
85123A,2,16-05-2022
21212,24,16-05-2022
85099B,10,16-05-2022
21212,2,16-05-2022
21977,1,16-05-2022
85099B,3,16-05-2022
85099B,3,16-05-2022
85123A,10,16-05-2022
85123A,32,16-05-2022
22197,6,16-05-2022
85099B,30,16-05-2022
85099B,-2,16-05-2022
84991,-1,16-05-2022
85123A,2,16-05-2022
84879,160,16-05-2022
85099B,100,16-05-2022
22197,6,16-05-2022
85099B,3,16-05-2022
84991,9,16-05-2022
21212,9,16-05-2022
22492,36,16-05-2023
85099B,12,16-05-2023
85123A,48,16-05-2023
21977,24,16-05-2023
84077,48,16-05-2023
85123A,6,16-05-2023
84879,24,16-05-2023
21212,24,16-05-2023
85099B,10,16-05-2023
84991,2,16-05-2023
21977,2,16-05-2023
22197,8,16-05-2023
85123A,64,16-05-2023
85099B,100,16-05-2023
21212,24,16-05-2023
84879,8,16-05-2023
85123A,6,16-05-2023
85123A,5,16-05-2023
84879,16,16-05-2023
21212,24,16-05-2023
85123A,32,16-05-2023
21212,5,16-05-2023
85123A,4,16-05-2023
85099B,1,16-05-2023
22197,20,16-05-2023
84991,24,16-05-2023
85123A,12,16-05-2023
85099B,10,16-05-2023
22197,20,16-05-2023
22197,9,16-05-2023
84879,16,16-05-2023
21212,24,16-05-2023
21212,2,16-05-2023
85123A,6,16-05-2023
22197,4,16-05-2023
85123A,4,16-05-2023
21977,3,16-05-2023
21212,24,16-05-2023
17003,36,16-05-2023
21212,2,16-05-2023
85123A,14,16-05-2023
85123A,12,16-06-2022
84077,48,16-06-2022
22492,36,16-06-2022
21212,24,16-06-2022
22197,12,16-06-2022
21212,24,16-06-2022
22197,24,16-06-2022
85123A,-1,16-06-2022
85123A,1,16-06-2022
21212,24,16-06-2022
84879,16,16-06-2022
84991,24,16-06-2022
21977,24,16-06-2022
22197,15,16-06-2022
22197,2,16-06-2022
85099B,3,16-06-2022
17003,36,16-06-2022
85123A,5,16-06-2022
84991,120,16-06-2022
85099B,100,16-06-2022
21212,24,16-06-2022
85099B,1,16-06-2022
22197,2,16-06-2022
21977,1,16-06-2022
21212,1,16-06-2022
84991,1,16-06-2022
84879,40,16-06-2022
21212,24,16-06-2022
84879,16,16-06-2022
85099B,10,16-06-2022
85123A,12,16-06-2022
85123A,96,16-06-2022
85123A,2,16-06-2022
85099B,1,16-06-2022
22197,60,16-06-2022
84991,24,16-06-2022
21212,24,16-06-2022
22197,4,16-06-2022
22197,1,16-06-2022
21977,2,16-06-2022
84879,8,16-06-2022
84077,10,16-06-2022
85099B,1,16-06-2022
21977,24,16-06-2022
85123A,18,16-06-2022
85123A,2,16-06-2022
22197,1,16-06-2022
17003,1,16-06-2022
21212,2,16-06-2022
22197,2,16-06-2022
85099B,10,16-06-2022
84077,48,16-06-2022
84991,24,16-06-2022
21977,24,16-06-2022
21212,24,16-06-2022
21212,24,16-06-2023
85099B,100,16-06-2023
85123A,6,16-06-2023
21212,24,16-06-2023
22197,5,16-06-2023
84879,8,16-06-2023
84879,8,16-06-2023
85099B,10,16-06-2023
21977,24,16-06-2023
85123A,2,16-06-2023
22197,4,16-06-2023
84879,1,16-06-2023
21212,24,16-06-2023
85099B,10,16-06-2023
21212,24,16-06-2023
84991,24,16-06-2023
85123A,2,16-06-2023
84879,8,16-06-2023
85123A,32,16-06-2023
84879,8,16-06-2023
21212,2,16-06-2023
22197,4,16-06-2023
22492,2,16-06-2023
85099B,4,16-06-2023
22492,36,16-06-2023
21212,24,16-06-2023
84991,24,16-06-2023
84879,24,16-06-2023
21977,24,16-06-2023
22492,36,16-06-2023
85099B,10,16-06-2023
84077,1,16-07-2022
85123A,1,16-07-2022
85099B,20,16-07-2022
85123A,6,16-07-2022
85123A,12,16-07-2022
84991,72,16-07-2022
84879,8,16-07-2022
84879,16,16-07-2022
85099B,20,16-07-2022
85123A,32,16-07-2022
84077,48,16-07-2022
22197,24,16-07-2022
85123A,18,16-07-2022
21977,48,16-07-2022
85099B,10,16-07-2022
85099B,10,16-07-2022
84991,1,16-07-2022
84991,3,16-07-2022
21212,4,16-07-2022
21977,3,16-07-2022
21212,2,16-07-2022
21212,2,16-07-2022
21977,1,16-07-2022
84991,2,16-07-2022
21212,24,16-07-2022
84991,24,16-07-2022
84991,24,16-07-2022
85123A,32,16-07-2022
85099B,3,16-07-2022
85123A,6,16-07-2022
84879,8,16-07-2022
22197,12,16-07-2022
21212,24,16-07-2022
21977,24,16-07-2022
22492,36,16-07-2022
21212,96,16-07-2022
84991,48,16-07-2022
21212,48,16-07-2022
85123A,64,16-07-2022
21212,240,16-07-2022
85123A,4,16-07-2022
85099B,4,16-07-2022
21212,4,16-07-2022
84991,1,16-07-2022
84879,16,16-08-2022
85099B,10,16-08-2022
84879,16,16-08-2022
85099B,30,16-08-2022
85123A,6,16-08-2022
84879,8,16-08-2022
85123A,32,16-08-2022
85123A,400,16-08-2022
85123A,32,16-08-2022
85099B,100,16-08-2022
84879,32,16-08-2022
85123A,32,16-08-2022
21212,24,16-08-2022
22492,36,16-08-2022
21977,24,16-08-2022
84991,24,16-08-2022
22197,12,16-08-2022
22197,12,16-08-2022
21977,24,16-08-2022
85099B,1,16-08-2022
85123A,1,16-08-2022
85123A,1,16-08-2022
85099B,20,16-08-2022
85123A,1,16-08-2022
22492,2,16-08-2022
85099B,10,16-08-2022
21977,24,16-08-2022
85099B,5,16-08-2023
85123A,12,16-08-2023
22197,24,16-08-2023
84879,16,16-08-2023
85099B,30,16-08-2023
17003,6,16-08-2023
84077,48,16-08-2023
22492,36,16-08-2023
22492,36,16-08-2023
85099B,10,16-08-2023
85123A,32,16-08-2023
21212,24,16-08-2023
17003,36,16-08-2023
85123A,32,16-08-2023
84879,24,16-08-2023
84077,48,16-08-2023
22492,36,16-08-2023
84077,48,16-08-2023
21212,26,16-08-2023
21212,1,16-08-2023
22197,9,16-08-2023
85123A,5,16-08-2023
84879,8,16-08-2023
21977,24,16-08-2023
85123A,6,16-08-2023
84879,4,16-08-2023
84879,8,16-08-2023
21212,24,16-09-2022
21977,24,16-09-2022
84879,8,16-09-2022
85123A,12,16-09-2022
21212,24,16-09-2022
84077,48,16-09-2022
84991,24,16-09-2022
21977,24,16-09-2022
85099B,2,16-09-2022
84879,8,16-09-2022
85099B,4,16-09-2022
22197,8,16-09-2022
84879,64,16-09-2022
22197,4,16-09-2022
22197,2,16-09-2022
85099B,2,16-09-2022
22197,2,16-09-2022
85123A,-3,16-09-2022
85099B,100,16-09-2022
84879,8,16-09-2022
21212,24,16-09-2022
85123A,6,16-09-2022
85123A,6,16-09-2022
85099B,10,16-09-2022
84991,24,16-09-2022
85099B,2,16-09-2022
22197,12,16-09-2022
85099B,30,16-09-2022
22492,36,16-09-2022
84879,32,16-09-2022
85099B,50,16-09-2022
84879,8,16-09-2022
85123A,1,16-09-2022
85123A,6,16-09-2022
17003,36,16-09-2022
22492,36,16-09-2022
85099B,20,16-09-2022
85099B,10,16-09-2023
85099B,20,16-09-2023
84879,16,16-09-2023
84991,24,16-09-2023
84077,144,16-09-2023
22492,36,16-09-2023
22197,24,16-09-2023
85099B,10,16-09-2023
85123A,18,16-09-2023
85099B,15,16-09-2023
22197,36,16-09-2023
22197,26,16-09-2023
21212,17,16-09-2023
22197,10,16-09-2023
22197,12,16-09-2023
84077,48,16-09-2023
22197,2,16-09-2023
85099B,20,16-09-2023
85123A,6,16-09-2023
22197,12,16-09-2023
17003,36,16-09-2023
85099B,4,16-09-2023
84879,24,16-09-2023
22197,12,16-09-2023
85123A,12,16-09-2023
85099B,20,16-09-2023
85123A,64,16-09-2023
84991,24,16-09-2023
21212,24,16-09-2023
84879,24,16-09-2023
85099B,20,16-09-2023
84879,4,16-09-2023
84879,4,16-10-2023
84879,16,16-10-2023
85123A,12,16-10-2023
85099B,10,16-10-2023
85123A,9,16-10-2023
22197,6,16-10-2023
85123A,3,16-10-2023
85099B,3,16-10-2023
85123A,6,16-10-2023
85099B,3,16-10-2023
84879,24,16-10-2023
84077,144,16-10-2023
85123A,25,16-10-2023
85099B,2,16-10-2023
21977,24,16-10-2023
21212,24,16-10-2023
84879,16,16-10-2023
85123A,32,16-11-2022
17003,360,16-11-2022
84879,213,16-11-2022
85123A,6,16-11-2022
84077,48,16-11-2022
84879,8,16-11-2022
85123A,6,16-11-2022
85123A,6,16-11-2022
84879,8,16-11-2022
84077,48,16-11-2022
21212,24,16-11-2022
84991,24,16-11-2022
85123A,10,16-11-2022
85099B,-1,16-11-2022
85099B,100,16-11-2022
22197,10,16-11-2022
22197,12,16-11-2022
21212,1,16-11-2022
21977,3,16-11-2022
22197,24,16-11-2022
84991,24,16-11-2022
84879,16,16-11-2022
84879,16,16-11-2022
21212,1,16-11-2022
84879,3,16-11-2022
21977,1,16-11-2022
84077,48,16-11-2022
22197,50,16-11-2022
85099B,2,16-11-2022
22197,6,16-11-2022
85123A,6,16-11-2022
85099B,20,16-11-2022
21977,24,16-11-2022
21212,65,16-11-2022
21977,3,16-11-2022
84991,1,16-11-2022
22197,20,16-11-2022
85123A,4,16-11-2022
21212,10,16-11-2022
84879,8,16-11-2022
85123A,5,16-11-2022
22197,11,16-11-2022
22197,-1,16-11-2022
84879,24,16-11-2022
85099B,4,16-11-2022
84879,8,16-11-2022
85123A,1,16-11-2022
85123A,1,16-11-2022
84077,96,16-11-2022
17003,36,16-11-2022
84991,240,16-11-2022
21212,360,16-11-2022
21977,360,16-11-2022
85099B,10,16-11-2022
22197,24,16-11-2022
85123A,12,16-11-2022
21977,120,16-11-2022
21212,240,16-11-2022
85123A,6,16-11-2022
21212,24,16-11-2022
21977,48,16-11-2022
17003,10,16-11-2022
85123A,2,16-11-2022
84879,8,16-11-2022
85123A,1,16-11-2022
84879,8,16-11-2022
85123A,2,16-11-2022
84879,8,16-11-2022
84879,8,16-11-2022
84879,4,16-11-2022
85123A,2,16-11-2022
22197,12,16-11-2022
85123A,32,16-11-2022
84991,240,16-11-2022
21212,240,16-11-2022
85099B,100,16-11-2022
85123A,6,16-11-2022
84879,16,16-11-2022
85099B,20,16-11-2022
84879,48,16-11-2022
21212,24,16-11-2022
21977,24,16-11-2022
22492,2,16-11-2022
84991,3,16-11-2022
85099B,1,16-11-2022
85123A,3,16-11-2022
21212,6,16-11-2022
21977,3,16-11-2022
22197,13,16-11-2022
84879,48,16-11-2022
85123A,6,16-11-2023
21212,24,16-11-2023
85123A,6,16-11-2023
85099B,7,16-11-2023
84879,8,16-11-2023
85099B,10,16-11-2023
21977,240,16-11-2023
84991,240,16-11-2023
85123A,6,16-11-2023
85099B,8,16-11-2023
21212,24,16-11-2023
84879,6,16-11-2023
85099B,2,16-11-2023
22197,25,16-11-2023
85123A,4,16-11-2023
85099B,6,16-11-2023
22492,36,16-11-2023
84879,160,16-11-2023
21212,24,16-11-2023
85123A,6,16-11-2023
85099B,2,16-11-2023
85123A,12,16-11-2023
84879,3,16-11-2023
85099B,3,16-11-2023
22197,100,16-11-2023
84077,48,16-11-2023
21212,1,16-11-2023
85123A,1,16-11-2023
84991,3,16-11-2023
21212,6,16-11-2023
84879,16,16-11-2023
85123A,32,16-11-2023
85099B,10,16-11-2023
85099B,200,16-11-2023
85123A,5,16-11-2023
84077,48,16-11-2023
22197,25,16-11-2023
21212,4,16-11-2023
84879,8,16-11-2023
85099B,1,16-11-2023
84879,8,16-11-2023
85123A,32,16-11-2023
84879,8,16-11-2023
85099B,20,16-11-2023
17003,72,16-11-2023
84879,24,16-11-2023
84879,8,16-11-2023
22197,24,16-11-2023
84991,1,16-11-2023
85099B,4,16-11-2023
85123A,9,16-11-2023
21212,2,16-11-2023
21977,1,16-11-2023
22197,28,16-11-2023
84077,4,16-11-2023
85123A,12,16-11-2023
21212,1,16-11-2023
22197,30,16-11-2023
84077,1,16-11-2023
84991,1,16-11-2023
85099B,1,16-11-2023
85123A,2,16-11-2023
84077,96,16-11-2023
22197,100,16-11-2023
84879,8,16-11-2023
84077,48,16-11-2023
17003,6,16-11-2023
84991,2,16-11-2023
21977,2,16-11-2023
22197,20,16-11-2023
21212,1,16-11-2023
85123A,12,16-11-2023
84879,24,16-11-2023
85123A,12,16-11-2023
21212,1,16-11-2023
17003,9,16-11-2023
21212,1,16-11-2023
85099B,10,16-11-2023
85099B,10,16-11-2023
84879,16,16-11-2023
84077,48,16-11-2023
85099B,22,16-11-2023
85123A,6,16-12-2021
84991,24,16-12-2021
21212,24,16-12-2021
84991,24,16-12-2021
85123A,6,16-12-2021
85099B,10,16-12-2021
85099B,100,16-12-2021
22197,12,16-12-2021
21977,1,16-12-2021
84991,1,16-12-2021
85123A,6,16-12-2021
85123A,6,16-12-2021
85099B,10,16-12-2021
85123A,6,16-12-2021
84879,16,16-12-2021
21212,11,16-12-2021
21977,2,16-12-2021
84991,1,16-12-2021
85123A,8,16-12-2021
84991,12,16-12-2021
21212,24,16-12-2021
85123A,6,16-12-2021
21212,24,16-12-2021
84991,24,16-12-2021
85099B,20,16-12-2021
84991,24,16-12-2021
84879,208,16-12-2021
85099B,10,16-12-2021
21212,96,16-12-2021
85123A,64,16-12-2021
21977,24,16-12-2021
21212,240,16-12-2021
21212,24,16-12-2021
85123A,6,16-12-2021
21212,1,16-12-2021
84879,8,16-12-2021
84879,8,16-12-2021
85099B,10,16-12-2021
85123A,8,16-12-2021
85123A,32,16-12-2021
85099B,10,16-12-2021
85099B,20,16-12-2021
85099B,4,16-12-2021
85123A,12,16-12-2021
85099B,5,16-12-2021
84879,8,16-12-2021
21212,8,16-12-2021
21977,4,16-12-2021
22197,7,16-12-2021
84991,2,16-12-2021
85099B,4,16-12-2021
85123A,8,16-12-2021
84879,16,16-12-2021
17003,108,16-12-2021
84077,96,16-12-2021
21212,1,16-12-2021
22197,1,16-12-2021
17003,9,16-12-2021
21212,11,16-12-2021
21977,4,16-12-2021
85099B,1,16-12-2021
85123A,4,16-12-2021
85123A,12,16-12-2022
85099B,30,16-12-2022
17003,36,16-12-2022
84879,48,16-12-2022
85099B,100,16-12-2022
85123A,32,16-12-2022
85123A,6,16-12-2022
85099B,10,16-12-2022
85123A,96,16-12-2022
84879,40,16-12-2022
85123A,12,16-12-2022
85123A,500,16-12-2022
84879,8,16-12-2022
84077,48,16-12-2022
84991,24,16-12-2022
84879,16,16-12-2022
85123A,12,16-12-2022
84991,24,16-12-2022
21977,24,16-12-2022
85123A,6,16-12-2022
22197,7,16-12-2022
85099B,20,16-12-2022
84879,24,16-12-2022
85123A,12,16-12-2022
85123A,4,16-12-2022
22492,36,16-12-2022
85099B,20,16-12-2022
85099B,10,16-12-2022
22492,36,16-12-2022
84991,24,16-12-2022
85099B,10,16-12-2022
85123A,12,16-12-2022
85123A,12,16-12-2022
22492,10,16-12-2022
84991,14,16-12-2022
85099B,10,16-12-2022
85123A,6,16-12-2022
84879,24,16-12-2022
22197,12,16-12-2022
85123A,32,16-12-2022
85123A,4,16-12-2022
85123A,3,16-12-2022
84991,24,16-12-2022
84991,120,16-12-2022
21977,24,16-12-2022
21977,120,16-12-2022
85123A,24,16-12-2022
85123A,2,16-12-2022
85123A,3,16-12-2022
84077,3,16-12-2022
84991,1,16-12-2022
84991,1,16-12-2022
85123A,1,17-01-2022
85123A,1,17-01-2022
21212,24,17-01-2022
17003,36,17-01-2022
85123A,8,17-01-2022
85123A,6,17-01-2022
85123A,2,17-01-2022
85099B,100,17-01-2022
85123A,6,17-01-2022
85099B,24,17-01-2022
85123A,96,17-01-2022
85123A,6,17-01-2022
85123A,6,17-01-2022
85123A,6,17-01-2022
85123A,2,17-01-2022
85123A,12,17-01-2022
84077,48,17-01-2022
85123A,5,17-01-2022
84991,24,17-01-2022
21212,24,17-01-2022
21212,12,17-01-2022
22197,8,17-01-2022
22197,4,17-01-2022
21212,48,17-01-2022
84879,8,17-01-2023
85123A,10,17-01-2023
84879,8,17-01-2023
85123A,12,17-01-2023
22197,10,17-01-2023
22197,12,17-01-2023
85099B,10,17-01-2023
85123A,12,17-01-2023
21977,24,17-01-2023
85123A,6,17-01-2023
85099B,10,17-01-2023
85123A,32,17-01-2023
85123A,62,17-01-2023
85123A,5,17-01-2023
22492,36,17-01-2023
84879,9,17-01-2023
85123A,6,17-01-2023
85123A,18,17-01-2023
22197,6,17-01-2023
85099B,5,17-01-2023
85123A,8,17-01-2023
85123A,3,17-01-2023
85123A,-1,17-01-2023
